Feature ID	Taxon	Confidence
0a13931ee133d9638c765d9011cec59b	d__Eukaryota	0.7024089993111482
f2b8c2a93165619b00f992487feec0a9	d__Eukaryota	0.7293501371122282
057a842f180a6877d95d8bfefbd9e311	Unassigned	0.32451707357474224
e7f5857c2b2141778f459c05e0f5ea88	d__Eukaryota	0.7849217568872319
b7ad6ef858ad7906ad8c98dd2deb2bee	Unassigned	0.9572619048521511
d3c45e22289c7e91c6c3e474822b0c74	d__Eukaryota	0.9243327489814344
519936a885d5bb23e3a186455249dcdb	d__Eukaryota	0.7957435907673822
2c18689d111573e306262105745be716	d__Eukaryota	0.8153349197724402
c129f16ba82aa6e1df9b41810930c314	d__Eukaryota	0.7984190550415893
3358a98118c354f1dd0cfcdf91b14b79	d__Eukaryota	0.7979365829407088
12d7c591629b7777e27d0ab782a120e4	d__Eukaryota	0.7934156989834281
f146727625e00f86ff66ab303fc90177	d__Eukaryota	0.7711883376307087
3e84928328bf546cfc0fd9169c54e81e	d__Eukaryota	0.7537375976858833
92b3418a909e8c8d0d4efd2178ee5ea2	d__Eukaryota	0.8449499520358933
693d65f7dc13c2587672464962b89d59	d__Eukaryota	0.8867167829715913
c08a812e441ecbe7152a465e3abd09f3	d__Eukaryota	0.8074350746389811
cde72b519e8d3a0309b2434b29135708	d__Eukaryota	0.9298746125929703
7812aed7c3f3cc413b2749bb63063851	d__Eukaryota	0.9305980459430048
abf13685d246048f9eefa3e1df8da8d6	Unassigned	0.6577749439324054
0254d2c99d7fb129f836db75dfc54299	d__Eukaryota	0.7318854890920824
cc1ccb77c0f96565c5d108165fa8f613	d__Eukaryota	0.8790120990923285
0511f39b3c6e6fed13f090a2712132b7	d__Eukaryota	0.7999008926957502
ede5b9583d3895f7a7a8717a25bc77a0	d__Eukaryota	0.8284714983748149
2e7a2449ebcd78929140ba31f0eb1923	d__Eukaryota	0.8451829192994604
a756dac495c9bc43cf325fcade76b4d4	d__Eukaryota	0.8311880172180586
c0eec8c2e4632b7e0e4cf93e992ce769	d__Eukaryota	0.8651174148453474
5feb221b6347ac565cb48fbd60e78d81	d__Eukaryota	0.8508738331961315
eee6dca204755bc33f402662e9209282	d__Eukaryota	0.8377420828938126
4e5c21e3e60e17eb4d7089f9a6e0cdcd	d__Eukaryota	0.8534878134680711
b449d3283cede7d8c556c393b1cc9e2d	d__Eukaryota	0.8545153450711243
53e2f3e7dfe032a3b4b00738685ea280	d__Eukaryota	0.8448054371332686
eb5d97314a4a0c810b91dba240254351	d__Eukaryota	0.8470586483898805
96b613095262dc1f3e3637215336e0ec	d__Eukaryota	0.8453587646347515
c870168cee459ac955baa475b8d8686a	d__Eukaryota	0.8333569311241125
6f747d67127676083a8814266fea87b6	d__Eukaryota	0.8530365028535618
35dc9b2248f111f2f8d1a8f8eb88aadf	d__Eukaryota	0.86947619360936
a79efabf6c001e7c58347d0a711384d4	d__Eukaryota	0.8685028050115193
5fc52057fdaa73ab56246f48ff19240c	d__Eukaryota	0.8600452895629583
032605245ad38fbeefab2d5b274a3634	d__Eukaryota	0.8472788028451526
f2f526093bff6a5ab3b893e1228715e2	d__Eukaryota	0.8574122102500561
bc7970bdcca6a010026228555f091f0f	d__Eukaryota	0.8341186741686294
5d0e34e948850d4337b167840fa26c38	d__Eukaryota	0.8656693457452782
e33d4df7e471cb05d906257eef04ef61	d__Eukaryota	0.720003188453309
0dc9d4a90af80b5189f3a67f6bb94e39	d__Eukaryota	0.8140567868666551
db7013a98f53f0a722bfd29b0c07161b	d__Eukaryota	0.7732835367718336
80b78c69c5b793fa8e7b55968cd7db7b	d__Eukaryota	0.9132391133731133
836000acd31978029e894ab21f565284	d__Eukaryota	0.9004050049453592
9d68eaf5314b8e5c36b8c06057dced75	d__Eukaryota	0.892141775660193
a128d8e8f4013a1da3b09779cd64c5e3	Unassigned	0.5806183537399623
1cc86f54d8f46bc20b2d26d5263ce86f	d__Eukaryota	0.9274915079388181
142c9afb8e10b8e1e172b47cae903c9c	d__Eukaryota	0.9138256491857859
ff1539b51da8e9dec53bdf180ea5f6ae	Unassigned	0.3829139319167043
5e8e66595ab545ce91b251f25757b505	Unassigned	0.755781125627024
977ec64dce5f15365aad2895f5958971	d__Eukaryota	0.9600415804318188
ced55e0f4a18bfa0fcb1442d357bd037	d__Eukaryota	0.9599393716370701
